At. num,Sp. Name,Ion Charge,El. Name,Isoel. Seq.,Ground Shells,Ground Level,Ionized Level,Prefix,Ionization Energy (eV),Suffix,Uncertainty (eV),References,
"=""7""","=""N I""","=""0""","=""Nitrogen""","=""N""","=""1s2.2s2.2p3""","=""4S*<3/2>""","=""2p2 3P<0>""","=""""","=""14.53413""","=""""","=""0.00004""","=""L1411""",
"=""7""","=""N II""","=""+1""","=""Nitrogen""","=""C""","=""1s2.2s2.2p2""","=""3P0""","=""2p 2P*<1/2>""","=""[""","=""29.60125""","=""]""","=""0.00009""","=""L11770""",
"=""7""","=""N III""","=""+2""","=""Nitrogen""","=""B""","=""1s2.2s2.2p""","=""2P*<1/2>""","=""2s2 1S<0>""","=""[""","=""47.4453""","=""]""","=""0.0025""","=""L11770""",
"=""7""","=""N IV""","=""+3""","=""Nitrogen""","=""Be""","=""1s2.2s2""","=""1S0""","=""2s 2S<1/2>""","=""""","=""77.4735""","=""""","=""0.0004""","=""L7288,L876""",
"=""7""","=""N V""","=""+4""","=""Nitrogen""","=""Li""","=""1s2.2s""","=""2S<1/2>""","=""1s2 1S<0>""","=""""","=""97.8901""","=""""","=""0.0004""","=""L4829""",
"=""7""","=""N VI""","=""+5""","=""Nitrogen""","=""He""","=""1s2""","=""1S0""","=""1s 2S<1/2>""","=""(""","=""552.06741""","="")""","=""0.00008""","=""L21139""",
"=""7""","=""N VII""","=""+6""","=""Nitrogen""","=""H""","=""1s""","=""2S<1/2>""","=""""","=""(""","=""667.0461377""","="")""","=""0.0000007""","=""L19200""",
