At. num,Sp. Name,Ion Charge,El. Name,Isoel. Seq.,Ground Shells,Ground Level,Prefix,Ionization Energy (eV),Suffix,Uncertainty (eV),References,
"=""1""","=""H I""","=""0""","=""Hydrogen""","=""H""","=""1s""","=""2S<1/2>""","=""(""","=""13.598434599702""","="")""","=""0.000000000012""","=""HDEL""",
